company,country,technology,transformation_tech,year,production,scope1,scope2_location,scope2_market,scope_1_2_location,intensity_location_co2e,intensity_market_co2e,cdp_climate_score,cap_supplier_engagement,ecovadis,ESG_transparency,SBTi_validated,responsible_steel,iso_14001,iso_14064,iso_45001,data_quality,notes,Unnamed: 23,carbon_price,electricity_price,electricity_price_eu,coal_price_australia,iron_ore_price,natural_gas_price,natural_gas_price_eu,crude_steel_production,crude_steel_production_eu,capacity_utilisation_eu,ETS_coke_production,ETS_metal_ore,ETS_iron_steel,ETS_hydrogen_gas,SCI,hydrogen_use,free_allocation,ETS_free_ratio,ETS,CBAM,IED_update,green_deal,NZIA,CSP_funding,GPP,CSR,paris,KSG,ESRS,glasgow,govt_change,govt_change_DE,govt_change_IT,govt_change_SE,govt_change_NL,govt_change_ES,govt_change_FI,govt_change_FR,govt_change_LU,govt_change_GB,govt_change_AT,EU_parl,EU_comm,Construction/ Infrastructure (C/I),Automotive/ Mobility (A/M),Energy/Power (E/P),Wind/Solar Energy (W/S),Oil & Gas/ Pipelines (O/G),Mechanical Eng./ Industrial Apps (ME/IA),Railways/ Track Systems (R/TS),Aerospace/ Aviation (A/A),HH Appliances/ Consumer Goods (HA/CG),Packaging/Food Industry (P/FI),client_pressure_score,carbon_intensity
SSAB,Sweden,BF-BOF,H₂-DRI,2017,7.343,10.338,0.369,,10.707,1.458123382813564,,,,,,,,,,,Excellent,HYBRIT transformation; fossil-free steel from 2021,,5.8,0.06475,0.11275,0.010276933,65.26184397,0.0543,0.0296,4.7,168.7,73.5,,711984.0,3521596.0,,0.749275745,,5311729.0,1.50833003,3.0,,1.0,,,,,2.0,,,,,,,,,1.0,,,1.0,,,1.0,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.5,1.4078714421898406
SSAB,Sweden,BF-BOF,H₂-DRI,2018,7.328,10.391,0.328,,10.719,1.462745633187773,,,,,,,,,,,Excellent,HYBRIT transformation; fossil-free steel from 2021,,15.5,0.07055,0.1131,0.011356758,57.98030254,0.0619,0.03155,4.7,167.6,73.1,,652815.0,3206354.0,,0.682202979,,5189908.0,1.618632253,3.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.5,1.4179858078602618
SSAB,Sweden,BF-BOF,H₂-DRI,2019,6.683,9.593,0.253,,9.846,1.473290438425857,,,,,,,,,,,Excellent,HYBRIT transformation; fossil-free steel from 2021,,24.7,0.0733,0.1205,0.008927396,84.26424977,0.05135,0.03225,4.7,159.4,69.6,,668076.0,4457024.0,,0.948302979,,5098193.0,1.143855855,3.0,,,communicated,,,,,,1.0,,,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.5,1.4354331886877152
SSAB,Sweden,BF-BOF,H₂-DRI,2020,7.056,9.989,0.275,,10.264,1.454648526077098,,,,,,,,,,,Excellent,HYBRIT transformation; fossil-free steel from 2021,,24.4,0.06315,0.1257,0.006938629,97.39234831,0.0531,0.02925,4.383,138.8,62.1,,649747.0,5132004.0,,1.170888433,,4990576.0,0.972441954,3.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.5,1.4156746031746033
SSAB,Sweden,BF-BOF,H₂-DRI,2021,7.287,10.41,0.248,,10.658,1.462604638397146,,,,,,,,,,,Excellent,HYBRIT transformation; fossil-free steel from 2021,,52.5,0.08465,0.13685,0.013621893,124.9926654,0.08525,0.03605,4.657,149.6,71.7,,642191.0,5440017.0,,1.168137642,,4725774.0,0.868705741,4.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.5,1.4285714285714286
SSAB,Sweden,BF-BOF,H₂-DRI,2022,6.936,9.807,0.331,,10.138,1.461649365628604,,,,,,,,,,,Excellent,HYBRIT transformation; fossil-free steel from 2021,,80.32,0.1323,0.1972,0.035601772,98.08378154,0.15455,0.07615,4.382,136.4,64.0,,597441.0,5363401.0,,1.22396189,,4735395.0,0.882908997,4.0,,,,,1.0,2.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.5,1.4139273356401385
SSAB,Sweden,BF-BOF,H₂-DRI,2023,7.081,10.1,0.273,,10.373,1.464906086710916,,,,,,,,,,,Excellent,HYBRIT transformation; fossil-free steel from 2021,,84.0,0.0985,0.2077,0.017881373,97.74855755,0.12365,0.07575,4.235,126.3,60.1,,601271.0,5260757.0,,1.242209445,,4722703.0,0.897723084,4.0,1.0,,,,1.0,,,,,2.0,,,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.5,1.4263522101398107
SSAB,Sweden,BF-BOF,H₂-DRI,2024,7.143,10.256,0.189,,10.445,1.462270754584908,,,,,,,,,,,Excellent,HYBRIT transformation; fossil-free steel from 2021,,65.0,0.08975,0.1913,0.013949641,87.80313684,0.10415,0.06295,4.002,129.5,65.4,,547373.0,4803364.0,75088.0,1.20024088,0.015632378,4690954.0,0.976597651,4.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.5,1.4358112837743247
Salzgitter AG,Germany,BF-BOF,SALCOS,2013,5.729,,,,,,,,,,,,,,,,Fair,Production estimated using 0.8014 conversion facto,,4.3,0.14345,0.118,0.007406618,92.87195897,0.04785,0.04115,42.7,165.7,68.6,3735691.0,69004.0,28166384.0,3416447.0,0.659634286,0.121295194,45672131.0,1.621512048,3.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,
Salzgitter AG,Germany,BF-BOF,SALCOS,2014,5.84,,,,,,,,,,,,,,,,Fair,Production estimated using 0.8014 conversion facto,,5.9,0.1553,0.1198,0.006225997,67.42338428,0.0425,0.03835,42.9,169.2,70.1,3839715.0,71218.0,28640505.0,3241591.0,0.667610839,0.113182048,44796196.0,1.56408541,3.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,
Salzgitter AG,Germany,BF-BOF,SALCOS,2015,5.331,,,,,,,,,,,,,,,,Fair,Production estimated using 0.8014 conversion facto,,7.6,0.1501,0.1158,0.006929105,51.43696783,0.0386,0.0356,42.7,166.1,69.6,3751413.0,79866.0,29544004.0,3046461.0,0.691897049,0.10311605,44001406.0,1.489351477,3.0,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,
Salzgitter AG,Germany,BF-BOF,SALCOS,2016,5.452,8.67,0.686,,9.356,1.716,,,,,,,,,,,Good,Production estimated using 0.8014 conversion facto,,5.2,0.14985,0.1122,0.008110017,56.13143908,0.03355,0.0313,42.1,162.3,69.5,3860753.0,64772.0,28610011.0,3170755.0,0.679572708,0.110826766,43127101.0,1.507412947,3.0,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,1.5902421129860602
Salzgitter AG,Germany,BF-BOF,SALCOS,2017,5.574,8.47,0.693,,9.163,1.644,,,,,,,,,,,Good,Production estimated using 0.8014 conversion facto,,5.8,0.15165,0.11275,0.010276933,65.26184397,0.0312,0.0296,43.6,168.7,73.5,3952184.0,69471.0,29877260.0,3189746.0,0.685258257,0.106761664,42308482.0,1.416076374,3.0,,1.0,,,,,2.0,,,,,,,,,1.0,,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,1.5195550771438824
Salzgitter AG,Germany,BF-BOF,SALCOS,2018,5.641,8.71,0.6,,9.31,1.65,,,,,,,,,,,Excellent,Production estimated using 0.8014 conversion facto,,15.5,0.15075,0.1131,0.011356758,57.98030254,0.0316,0.03155,42.4,167.6,73.1,3852773.0,80645.0,30139010.0,3102719.0,0.710825708,0.102946945,41481982.0,1.376355162,3.0,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,1.5440524729657863
Salzgitter AG,Germany,BF-BOF,SALCOS,2019,5.299,8.402,0.536,,8.938,1.687,,,,,,,,,,,Excellent,Production estimated using 0.8014 conversion facto,,24.7,0.15825,0.1205,0.008927396,84.26424977,0.0309,0.03225,39.7,159.4,69.6,3734684.0,79149.0,28342719.0,3128562.0,0.713922393,0.11038327,40645254.0,1.43406333,3.0,,,communicated,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,1.5855821853179843
Salzgitter AG,Germany,BF-BOF,SALCOS,2020,4.835,7.646,0.448,,8.094,1.674,,,,,,,,,,,Excellent,Production estimated using 0.8014 conversion facto,,24.4,0.17995,0.1257,0.006938629,97.39234831,0.0289,0.02925,35679.0,138.8,62.1,3309214.0,81019.0,25065607.0,3028868.0,0.000702531,0.120837608,39805692.0,1.588060165,3.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,1.5813857290589453
Salzgitter AG,Germany,BF-BOF,SALCOS,2021,5.408,8.196,0.425,,8.621,1.594,,,,,,,,,,,Excellent,Production estimated using 0.8014 conversion facto,,52.5,0.18365,0.13685,0.013621893,124.9926654,0.0349,0.03605,40.241,149.6,71.7,3697695.0,72621.0,28285827.0,2752903.0,0.702910638,0.097324466,41503407.0,1.46728632,4.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,1.515532544378698
Salzgitter AG,Germany,BF-BOF,SALCOS,2022,4.933,8.002,0.386,,8.388,1.7,,,,,,,,,,,Excellent,Production reported (AR2022 p.55): SZFG 4.154 + PT,,80.32,0.2094,0.1972,0.035601772,98.08378154,0.0573,0.07615,36.86,136.4,64.0,3769578.0,62355.0,26375074.0,2575457.0,0.715547314,0.097647385,42394481.0,1.607369177,4.0,,,,,1.0,2.0,,,,1.0,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,1.6221366308534362
Salzgitter AG,Germany,BF-BOF,SALCOS,2023,4.54,7.308,0.481,0.649,7.789,1.716,1.753,,,,,,,,,,Excellent,Production reported (AR2023 p.66): SZFG 3.699 + PT,,84.0,0.21835,0.2077,0.017881373,97.74855755,0.0775,0.07575,35.395,126.3,60.1,3324150.0,62486.0,26282318.0,2512426.0,0.742543241,0.095593775,42367663.0,1.61202155,4.0,1.0,,,,1.0,,,,,2.0,,,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,1.6096916299559472
Salzgitter AG,Germany,BF-BOF,SALCOS,2024,5.156,8.13,0.274,0.226,8.404,1.63,1.621,,,,,,,,,,Good,Production adjusted to exclude 30% HKM (6.361 - 1.,,65.0,0.23435,0.1913,0.013949641,87.80313684,0.06955,0.06295,37.234,129.5,65.4,3358260.0,63771.0,27012115.0,2626502.0,0.725469061,0.097234222,42225448.0,1.563204066,4.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,1.5768037238169126
Tata Steel Nederland,Netherlands,BF-BOF,H₂,2019,6.62,11.82,-0.13,,11.69,1.76,,,,,,,,,,,Excellent,FY2019/20 (Apr 2019-Mar 2020). Worldsteel methodology. Negative Scope 2: Vattenfall power plant emissions included in Scope 1 (operational control approach),,24.7,0.097,0.1205,0.008927396,84.26424977,0.03445,0.03225,6.7,159.4,69.6,,,6348738.0,2295373.0,0.947572836,0.361547917,9592575.0,1.510942017,3.0,,,communicated,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,13.2,1.785498489425982
Tata Steel Nederland,Netherlands,BF-BOF,H₂,2020,6.07,10.88,-0.06,,10.82,1.77,,,,,,,,,,,Excellent,FY2020/21 (Apr 2020-Mar 2021). Worldsteel methodology. Source: TSN Sustainability Report 2021-2022 p44,,24.4,0.11075,0.1257,0.006938629,97.39234831,0.0342,0.02925,6.054,138.8,62.1,,4514.0,5786172.0,2066824.0,0.955760159,0.357200581,9394767.0,1.623658439,3.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,13.2,1.7924217462932455
Tata Steel Nederland,Netherlands,BF-BOF,H₂,2021,6.45,11.55,-0.1,,11.45,1.78,,,,,,,,,,,Excellent,FY2021/22 (Apr 2021-Mar 2022). Worldsteel methodology. Source: TSN Sustainability Report 2021-2022 p44,,52.5,0.12405,0.13685,0.013621893,124.9926654,0.0435,0.03605,6.62,149.6,71.7,,8978.0,5957320.0,2351494.0,0.899897281,0.394723466,10224070.0,1.71621971,4.0,,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,13.2,1.7906976744186047
Tata Steel Nederland,Netherlands,BF-BOF,H₂,2022,6.16,11.03,-0.21,,10.82,1.78,,,,,,,,,,,Excellent,"FY2022/23 (Apr 2022-Mar 2023). Using GHG Protocol S1/S2 for consistency with other companies. Worldsteel total 10,95 Mt, intensity 1,78. Source: TSN Sustainability Report 2022-2023 p167",,80.32,0.1817,0.1972,0.035601772,98.08378154,0.07285,0.07615,6.143,136.4,64.0,,8619.0,5822618.0,1618853.0,0.947846004,0.278028371,10224070.0,1.755923195,4.0,,,,,1.0,2.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,13.2,1.7905844155844155
Tata Steel Nederland,Netherlands,BF-BOF,H₂,2023,4.66,8.67,0.11,,8.78,1.81,,,,,,,,,,,Good,"FY2023/24 (Apr 2023-Mar 2024). ABNORMAL YEAR: Blast Furnace 6 relining reduced liquid steel production by 1,52 Mt (−24%). Delays in Cold Mill 21 commissioning further impacted output. NOT representative of normal operations. Exclude from trend analysis. Source: TSN Annual Report 2024-2025 p167, production note p52",,84.0,0.23125,0.2077,0.017881373,97.74855755,0.0761,0.07575,4.677,126.3,60.1,,9236.0,4543687.0,1681473.0,0.971496044,0.370067965,10224070.0,2.250170401,4.0,1.0,,,,1.0,,,,,2.0,,,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,13.2,1.8605150214592274
Tata Steel Nederland,Netherlands,BF-BOF,H₂,2024,6.57,11.45,0.02,,11.47,1.69,,,,,,,,,,,Excellent,"FY2024/25 (Apr 2024-Mar 2025). Return to normal operations after BF6 restart. Production +41% vs FY23/24 (recovery from maintenance). Intensity improved to 1,69 (−4% vs 2019-2022 baseline), showing efficiency gains. Source: TSN Annual Report 2024-2025 p167",,65.0,0.2099,0.1913,0.013949641,87.80313684,0.0694,0.06295,6.395,129.5,65.4,,9915.0,5894644.0,1642672.0,0.921758249,0.278671961,8243160.0,1.398415239,4.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,13.2,1.7427701674277014
Voestalpine,Austria,BF-BOF,,2017,8.17,14.3,0.9,,15.2,1.86,,B,,,,No,,,Yes,,Good,"Production: Q4 FY16/17 (2,054) + Q1-Q3 FY17/18 (6,112) = 8,166 Mt. Emissions: Calendar year 2017 from CR Report 2018. Scope1_2_location = 14,30 + 0,90. Intensity = 15,20 / 8,17 = 1,86. Scope2_market not reported for 2017.",Scope 2 not disaggregated in report; CDP B rating,5.8,0.09635,0.11275,0.010276933,65.26184397,0.0334,0.0296,8.1,168.7,73.5,,,12483149.0,,1.541129506,,8307755.0,0.665517571,3.0,,1.0,,,,,2.0,,,,,1.0,,,,1.0,,,1.0,,,1.0,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,13.7,1.7503059975520197
Voestalpine,Austria,BF-BOF,,2018,6.94,12.7,0.8,0.82,13.5,1.95,1.95,A-,A,,,No,,,Yes,,Very Good,"Production: Q4 FY17/18 (2,028) + Q1-Q3 FY18/19 (4,912) = 6,940 Mt. Low production due to blast furnace shutdown. Emissions: Calendar year 2018 from CR Report 2018. Scope1_2_location = 12,70 + 0,80. Intensity_location = 13,50 / 6,94 = 1,95. Intensity_market = (12,70 + 0,82) / 6,94 = 1,95.",CDP A- rating (leadership category); Supplier enga,15.5,0.10045,0.1131,0.011356758,57.98030254,0.0332,0.03155,6.9,167.6,73.1,,,10931695.0,,1.584303623,,8139719.0,0.74459807,3.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,13.7,1.8299711815561959
Voestalpine,Austria,BF-BOF,,2019,7.3,13.6,0.94,0.94,14.54,1.99,1.99,A-,A,,,No,,,Yes,,Excellent,"Production: Q4 FY18/19 (1,982) + Q1-Q3 FY19/20 (5,314) = 7,296 Mt. Emissions: Calendar year 2019 from CR Report 2020. Scope1_2_location = 13,60 + 0,94. Intensity_location = 14,54 / 7,30 = 1,99. Intensity_market = (13,60 + 0,94) / 7,30 = 1,99.",COVID-19 impact,24.7,0.1082,0.1205,0.008927396,84.26424977,0.03185,0.03225,7.4,159.4,69.6,,,11852236.0,,1.601653514,,7969903.0,0.67243877,3.0,,,communicated,,,,,,1.0,,,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,13.7,1.8630136986301369
Voestalpine,Austria,BF-BOF,,2020,6.74,12.4,0.64,0.64,13.04,1.93,1.93,A-,A,,,No,,,Yes,,Excellent,"Production: Q4 FY19/20 (1,859) + Q1-Q3 FY20/21 (4,885) = 6,744 Mt. COVID-19 impact on production. Emissions: Calendar year 2020 from CR Report 2021. Scope1_2_location = 12,40 + 0,64. Intensity_location = 13,04 / 6,74 = 1,93. Intensity_market = (12,40 + 0,64) / 6,74 = 1,93.",COVID-19 impact,24.4,0.11875,0.1257,0.006938629,97.39234831,0.03015,0.02925,6.765,138.8,62.1,,,10975189.0,,1.622348707,,7799769.0,0.710672864,3.0,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,13.7,1.8397626112759644
Voestalpine,Austria,BF-BOF,,2021,7.88,14.5,0.73,0.55,15.23,1.93,1.91,A-,A,,,Yes,,,Yes,,Excellent,"Production: Q4 FY20/21 (1,997) + Q1-Q3 FY21/22 (5,879) = 7,876 Mt. Emissions: Calendar year 2021 from CR Report 2021/22. Scope1_2_location = 14,50 + 0,73. Intensity_location = 15,23 / 7,88 = 1,93. Intensity_market = (14,50 + 0,55) / 7,88 = 1,91. Note: Scope2_market (0,55) lower due to renewable energy purchases.",SBTi commitment made (validated targets: 30% Scope,52.5,0.1253,0.13685,0.013621893,124.9926654,0.0394,0.03605,7.884,149.6,71.7,,,12552097.0,,1.592097539,,8789540.0,0.700244748,4.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,13.7,1.8401015228426396
Voestalpine,Austria,BF-BOF,,2022,7.38,12.71,0.65,0.48,13.36,1.81,1.79,A-,A,,,Yes,,,Yes,,Excellent,"Production: Q4 FY21/22 (1,960) + Q1-Q3 FY22/23 (5,418) = 7,378 Mt. Emissions: Calendar year 2022 from CR Report 2022/23. Scope1_2_location = 12,71 + 0,65. Intensity_location = 13,36 / 7,38 = 1,81. Intensity_market = (12,71 + 0,48) / 7,38 = 1,79.",SBTi targets validated; greentec steel transformat,80.32,0.17015,0.1972,0.035601772,98.08378154,0.0742,0.07615,7.512,136.4,64.0,,,11851704.0,,1.577702875,,9085210.0,0.766574157,4.0,,,,,1.0,2.0,,,,1.0,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,13.7,1.7222222222222223
Voestalpine,Austria,BF-BOF,,2023,7.11,12.53,0.53,0.6,13.06,1.84,1.85,A-,A,,,Yes,,,Yes,,Excellent,"Production: Q4 FY22/23 (1,791) + Q1-Q3 FY23/24 (5,323) = 7,114 Mt. Emissions: Calendar year 2023 from CR Report 2023/24. Scope1_2_location = 12,53 + 0,53. Intensity_location = 13,06 / 7,11 = 1,84. Intensity_market = (12,53 + 0,60) / 7,11 = 1,85. Note: Market-based slightly higher than location-based.",Both Scope 2 location and market-based reported as,84.0,0.2534,0.2077,0.017881373,97.74855755,0.06985,0.07575,7.133,126.3,60.1,,,11593307.0,,1.625305902,,9086072.0,0.78373427,4.0,1.0,,,,1.0,,,,,2.0,,,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,13.7,1.762306610407876
Dillinger DE,Germany,BF-BOF,DRI-EAF,2013,2.023,,,,,,,,,,,,,,,,,,,4.3,0.14345,0.118,0.007406618,92.87195897,0.04785,0.04115,42.7,165.7,68.6,3735691.0,69004.0,28166384.0,3416447.0,0.659634286,0.121295194,45672131.0,1.621512048,3.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger DE,Germany,BF-BOF,DRI-EAF,2014,2.345,,,,,,,,,,,,,,,,,,,5.9,0.1553,0.1198,0.006225997,67.42338428,0.0425,0.03835,42.9,169.2,70.1,3839715.0,71218.0,28640505.0,3241591.0,0.667610839,0.113182048,44796196.0,1.56408541,3.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger DE,Germany,BF-BOF,DRI-EAF,2015,2.401,,,,,,,,,,,,,,,,,,,7.6,0.1501,0.1158,0.006929105,51.43696783,0.0386,0.0356,42.7,166.1,69.6,3751413.0,79866.0,29544004.0,3046461.0,0.691897049,0.10311605,44001406.0,1.489351477,3.0,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger DE,Germany,BF-BOF,DRI-EAF,2016,2.267,,,,,,,,,,,,,,,,,,,5.2,0.14985,0.1122,0.008110017,56.13143908,0.03355,0.0313,42.1,162.3,69.5,3860753.0,64772.0,28610011.0,3170755.0,0.679572708,0.110826766,43127101.0,1.507412947,3.0,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger DE,Germany,BF-BOF,DRI-EAF,2017,2.521,,,,,,,,,,,,,,,,,,,5.8,0.15165,0.11275,0.010276933,65.26184397,0.0312,0.0296,43.6,168.7,73.5,3952184.0,69471.0,29877260.0,3189746.0,0.685258257,0.106761664,42308482.0,1.416076374,3.0,,1.0,,,,,2.0,,,,,,,,,1.0,,,1.0,,,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
