company,country,technology,transformation_tech,year,production,scope1,scope2_location,scope2_market,scope_1_2_location,intensity_location_co2e,intensity_market_co2e,cdp_climate_score,cap_supplier_engagement,ecovadis,ESG_transparency,SBTi_validated,responsible_steel,iso_14001,iso_14064,iso_45001,data_quality,notes,Unnamed: 23,carbon_price,electricity_price,electricity_price_eu,coal_price_australia,iron_ore_price,natural_gas_price,natural_gas_price_eu,crude_steel_production,crude_steel_production_eu,capacity_utilisation_eu,ETS_coke_production,ETS_metal_ore,ETS_iron_steel,ETS_hydrogen_gas,SCI,hydrogen_use,free_allocation,ETS_free_ratio,ETS,CBAM,IED_update,green_deal,NZIA,CSP_funding,GPP,CSR,paris,KSG,ESRS,glasgow,govt_change,govt_change_DE,govt_change_IT,govt_change_SE,govt_change_NL,govt_change_ES,govt_change_FI,govt_change_FR,govt_change_LU,govt_change_GB,govt_change_AT,EU_parl,EU_comm,Construction/ Infrastructure (C/I),Automotive/ Mobility (A/M),Energy/Power (E/P),Wind/Solar Energy (W/S),Oil & Gas/ Pipelines (O/G),Mechanical Eng./ Industrial Apps (ME/IA),Railways/ Track Systems (R/TS),Aerospace/ Aviation (A/A),HH Appliances/ Consumer Goods (HA/CG),Packaging/Food Industry (P/FI),client_pressure_score,carbon_intensity
Dillinger DE,Germany,BF-BOF,DRI-EAF,2018,2.334,,,,,,,,,,,,,,,,,,,15.5,0.15075,0.1131,0.011356758,57.98030254,0.0316,0.03155,42.4,167.6,73.1,3852773.0,80645.0,30139010.0,3102719.0,0.710825708,0.102946945,41481982.0,1.376355162,3.0,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger DE,Germany,BF-BOF,DRI-EAF,2019,2.238,,,,,,,,,,,,,,,,,,,24.7,0.15825,0.1205,0.008927396,84.26424977,0.0309,0.03225,39.7,159.4,69.6,3734684.0,79149.0,28342719.0,3128562.0,0.713922393,0.11038327,40645254.0,1.43406333,3.0,,,communicated,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger DE,Germany,BF-BOF,DRI-EAF,2020,1.816,,,,,,,,,,,,,,,,,,,24.4,0.17995,0.1257,0.006938629,97.39234831,0.0289,0.02925,35679.0,138.8,62.1,3309214.0,81019.0,25065607.0,3028868.0,0.000702531,0.120837608,39805692.0,1.588060165,3.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger DE,Germany,BF-BOF,DRI-EAF,2021,2.281,,,,,,,,,,,,,,,,,,,52.5,0.18365,0.13685,0.013621893,124.9926654,0.0349,0.03605,40.241,149.6,71.7,3697695.0,72621.0,28285827.0,2752903.0,0.702910638,0.097324466,41503407.0,1.46728632,4.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger DE,Germany,BF-BOF,DRI-EAF,2022,2.299,,,,,,,,,,,,,,,,,,,80.32,0.2094,0.1972,0.035601772,98.08378154,0.0573,0.07615,36.86,136.4,64.0,3769578.0,62355.0,26375074.0,2575457.0,0.715547314,0.097647385,42394481.0,1.607369177,4.0,,,,,1.0,2.0,,,,1.0,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger DE,Germany,BF-BOF-EAF,DRI-EAF,2023,2.376,,,,,,,,,,,,,,,,,,,84.0,0.21835,0.2077,0.017881373,97.74855755,0.0775,0.07575,35.395,126.3,60.1,3324150.0,62486.0,26282318.0,2512426.0,0.742543241,0.095593775,42367663.0,1.61202155,4.0,1.0,,,,1.0,,,,,2.0,,,,,,,1.0,1.0,,1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger DE,Germany,BF-BOF-EAF,DRI-EAF,2024,2.302,,,,,,,,,,,,,,,,,,,65.0,0.23435,0.1913,0.013949641,87.80313684,0.06955,0.06295,37.234,129.5,65.4,3358260.0,63771.0,27012115.0,2626502.0,0.725469061,0.097234222,42225448.0,1.563204066,4.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Tata Steel UK,UK,BF-BOF,,2020,3.38,6.6,0.2,,,2.09,,,,,,,,,,,,,,24.4,0.1345,0.1257,0.006938629,97.39234831,0.01731,0.02925,7.0,138.8,62.1,4714925.0,,6216539.0,572295.0,0.888077,0.092060068,5606723.0,0.901904259,3.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,1.952662721893491
Tata Steel UK,UK,BF-BOF,,2021,3.27,6.2,0.2,,,2.0,,,,,,,,,,,,,,52.5,0.1529,0.13685,0.013621893,124.9926654,0.02844,0.03605,7.2,149.6,71.7,,,,,,,,,4.0,,,,,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,1.8960244648318043
Tata Steel UK,UK,BF-BOF,,2022,3.4,6.4,0.2,,,2.02,,,,,,,,,,,,,,80.32,0.2217,0.1972,0.035601772,98.08378154,0.05859,0.07615,6.0,136.4,64.0,,,,,,,,,4.0,,,,,1.0,2.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,1.8823529411764708
Tata Steel UK,UK,BF-BOF,,2023,2.93,5.7,0.2,,,2.05,,,,,,,,,,,,,,84.0,0.2821,0.2077,0.017881373,97.74855755,0.06105,0.07575,5.6,126.3,60.1,,,,,,,,,4.0,1.0,,,,1.0,,,,,2.0,,,,,,,1.0,1.0,,1.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,1.9453924914675766
Tata Steel UK,UK,BF-BOF,,2024,2.99,5.5,0.2,,,2.02,,,,,,,,,,,,,,65.0,0.288,0.1913,0.013949641,87.80313684,0.05151,0.06295,4.0,129.5,65.4,,,,,,,,,4.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,1.8394648829431437
Acerinox EU,Spain,EAF,,2020,0.679212,,,,,,,,,,,,,,,,,,,24.4,0.11255,0.1257,0.006938629,97.39234831,0.02605,0.02925,11.142,138.8,62.1,25457.0,160516.0,5101081.0,772155.0,0.457824538,0.151370856,7601701.0,1.490213741,3.0,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,11.0,
Acerinox EU,Spain,EAF,,2022,0.577062,,,,,,,,,,,,,,,,,,,80.32,0.20405,0.1972,0.035601772,98.08378154,0.0888,0.07615,11.464,136.4,64.0,28853.0,159517.0,5937730.0,845284.0,0.517945743,0.142358107,6702338.0,1.128771096,4.0,,,,,1.0,2.0,,,,1.0,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,11.0,
Acerinox EU,Spain,EAF,,2023,0.550162,,,,,,,,,,,,,,,,,,,84.0,0.15665,0.2077,0.017881373,97.74855755,0.0618,0.07575,11.352,126.3,60.1,29449.0,120711.0,5304746.0,835336.0,0.467296159,0.157469557,8072808.0,1.521808584,4.0,1.0,,,,1.0,,,,,2.0,,1.0,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,11.0,
Acerinox EU,Spain,EAF,,2024,0.294002,,,,,,,,,,,,,,,,,,,65.0,0.13985,0.1913,0.013949641,87.80313684,0.0475,0.06295,11.832,129.5,65.4,30377.0,114696.0,5911823.0,756141.0,0.499646974,0.127903187,6295205.0,1.064850047,4.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,11.0,
Acciaierie d’Italia Holding,Italy,BF-BOF,Decarbonization-H2-DRI-CCUS,2019,4.212,10.25,0.027,0.046,10.278,2.44,2.444,,,,,,,,,,,,,24.7,0.16315,0.1205,0.008927396,84.26424977,0.0319,0.03225,23.2,159.4,69.6,,36960.0,8900414.0,657738.0,0.383638534,0.073899708,14244211.0,1.600398701,3.0,,,communicated,,,,,,1.0,,,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.2,2.4335232668566005
Acciaierie d’Italia Holding,Italy,BF-BOF,Decarbonization-H2-DRI-CCUS,2020,3.371,8.451,0.121,0.219,8.572,2.543,2.573,,,,,,,,,,,,,24.4,0.15085,0.1257,0.006938629,97.39234831,0.0284,0.02925,20.379,138.8,62.1,,28452.0,7613674.0,620912.0,0.373603906,0.081552218,13945783.0,1.831675877,3.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.2,2.5069712251557403
Acciaierie d’Italia Holding,Italy,BF-BOF,Decarbonization/H2/DRI/CCUS,2021,3.996,9.879,0.155,0.281,10.034,2.511,2.542,,,,,,,,,,,,,52.5,0.17185,0.13685,0.013621893,124.9926654,0.0337,0.03605,24.412,149.6,71.7,,34683.0,8443132.0,490372.0,0.345859905,0.058079395,8637514.0,1.023022499,4.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.2,2.4722222222222223
Acciaierie d’Italia Holding,Italy,BF-BOF,Decarbonization/H2/DRI/CCUS,2022,3.409,8.662,0.157,0.284,8.818,2.587,2.625,,,,,,,,,,,,,80.32,0.29485,0.1972,0.035601772,98.08378154,0.0931,0.07615,21.599,136.4,64.0,,32715.0,7531028.0,627454.0,0.348674846,0.08331585,8543101.0,1.134387098,4.0,,,,,1.0,2.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.2,2.5409210912291
Dillinger FR,France,BF-BOF,DRI-EAF,2013,0.546,,,,,,,,,,,,,,,,,,,4.3,0.09115,0.118,0.007406618,92.87195897,0.0398,0.04115,15.7,165.7,68.6,,,17705092.0,672723.0,1.127712866,0.037996018,18340578.0,1.035892838,3.0,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger FR,France,BF-BOF,DRI-EAF,2024,0.562,,,,,,,,,,,,,,,,,,,65.0,0.17935,0.1913,0.013949641,87.80313684,0.06915,0.06295,10.753,129.5,65.4,,,10573841.0,954750.0,0.983338696,0.090293584,12144967.0,1.148586119,4.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger FR,France,BF-BOF,DRI-EAF,2015,0.56,,,,,,,,,,,,,,,,,,,7.6,0.0989,0.1158,0.006929105,51.43696783,0.0372,0.0356,15.0,166.1,69.6,,,16643487.0,510514.0,1.1095658,0.0306735,18060583.0,1.085144177,3.0,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger FR,France,BF-BOF,DRI-EAF,2016,0.598,,,,,,,,,,,,,,,,,,,5.2,0.09325,0.1122,0.008110017,56.13143908,0.03555,0.0313,14.6,162.3,69.5,,,15995479.0,533954.0,1.095580753,0.033381557,17659056.0,1.10400295,3.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger FR,France,BF-BOF,DRI-EAF,2017,0.652,,,,,,,,,,,,,,,,,,,5.8,0.0949,0.11275,0.010276933,65.26184397,0.03385,0.0296,15.5,168.7,73.5,,,17459747.0,555129.0,1.12643529,0.031794791,16878471.0,0.96670765,3.0,,1.0,,,,,2.0,,,,,1.0,,,,1.0,,,1.0,,,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger FR,France,BF-BOF,DRI-EAF,2018,0.662,,,,,,,,,,,,,,,,,,,15.5,0.09355,0.1131,0.011356758,57.98030254,0.03715,0.03155,15.4,167.6,73.1,,,16988142.0,511867.0,1.103126104,0.030130841,16532715.0,0.973191477,3.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger FR,France,BF-BOF,DRI-EAF,2019,0.556,,,,,,,,,,,,,,,,,,,24.7,0.0987,0.1205,0.008927396,84.26424977,0.03735,0.03225,14.5,159.4,69.6,,,16459942.0,531303.0,1.135168414,0.032278546,16199815.0,0.98419636,3.0,,,communicated,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger FR,France,BF-BOF,DRI-EAF,2020,0.406,,,,,,,,,,,,,,,,,,,24.4,0.10055,0.1257,0.006938629,97.39234831,0.03445,0.02925,11.596,138.8,62.1,,,12754474.0,512213.0,1.099902898,0.040159477,15778974.0,1.237132476,3.0,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger FR,France,BF-BOF,DRI-EAF,2021,0.545,,,,,,,,,,,,,,,,,,,52.5,0.10375,0.13685,0.013621893,124.9926654,0.04235,0.03605,13.947,149.6,71.7,,,15481146.0,517898.0,1.109998279,0.033453467,16635110.0,1.07453996,4.0,,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger FR,France,BF-BOF,DRI-EAF,2022,0.58,,,,,,,,,,,,,,,,,,,80.32,0.127,0.1972,0.035601772,98.08378154,0.06735,0.07615,12.234,136.4,64.0,,,14056865.0,621753.0,1.148999918,0.044231271,15514282.0,1.103680088,4.0,,,,,1.0,2.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger FR,France,BF-BOF,DRI-EAF,2023,0.549,,,,,,,,,,,,,,,,,,,84.0,0.2331,0.2077,0.017881373,97.74855755,0.08015,0.07575,10.011,126.3,60.1,,,11508929.0,1009539.0,1.149628309,0.087717893,15706374.0,1.364712042,4.0,1.0,,,,1.0,,,,,2.0,,,,,,,1.0,1.0,,1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
Dillinger FR,France,BF-BOF,DRI-EAF,2024,0.489,,,,,,,,,,,,,,,,,,,65.0,0.17935,0.1913,0.013949641,87.80313684,0.06915,0.06295,10.753,129.5,65.4,,,10573841.0,954750.0,0.983338696,0.090293584,12144967.0,1.148586119,4.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.8,
SIDENOR Group,Bulgaria-Greece,EAF,,2019,,0.1872,0.6271,,0.8143,,,,,,,,,,,,,,,24.7,0.097422,0.1205,0.008927396,84.26424977,0.03151,0.03225,0.984,159.4,69.6,,,108722.08,,0.110489919,,122524.88,1.126954893,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,
SIDENOR Group,Bulgaria-Greece,EAF,,2020,1.38,0.176,0.5022,,0.6783,0.49,,,,,,,,,,,,,,24.4,0.094374,0.1257,0.006938629,97.39234831,0.022562,0.02925,0.87952,138.8,62.1,,,97516.64,,0.110874841,,119999.48,1.230553883,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.12753623188405797
SIDENOR Group,Bulgaria-Greece,EAF,Furnace fuel change (Dojran) & PV installation (Dojran),2021,1.53,0.2003,0.5001,0.5343,0.7004,0.46,0.48,,,,,,,,,,,,,52.5,0.147564,0.13685,0.013621893,124.9926654,0.03768,0.03605,1.004,149.6,71.7,,,111263.16,,0.11081988,,83249.48,0.748221424,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.13091503267973856
SIDENOR Group,Bulgaria-Greece,EAF,,2022,1.59,0.2026,0.5267,0.6574,0.7293,0.46,0.54,,,,,,,,,,,,,80.32,0.206188,0.1972,0.035601772,98.08378154,0.095364,0.07615,0.99128,136.4,64.0,,,108516.8,,0.109471391,,87496.12,0.806291007,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.12742138364779873
SIDENOR Group,Bulgaria-Greece,EAF,New air pollution control (Sidenor) & TCFD Report released,2023,1.26,0.1646,0.3702,0.4924,0.5348,0.43,0.52,,,,,,,,,,,,,84.0,0.16382,0.2077,0.017881373,97.74855755,0.05973,0.07575,0.82116,126.3,60.1,,,89978.12,,0.109574407,,88361.2,0.982029853,4.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.13063492063492063
SIDENOR Group,Bulgaria-Greece,EAF,Pumping station revamp (Sidenor) & New ladle preheaters (Stomana/Sovel),2024,1.46,0.1724,0.3121,0.3965,0.4845,0.33,0.39,,,,,,,,,,,,,65.0,0.149228,0.1913,0.013949641,87.80313684,0.043818,0.06295,0.87528,129.5,65.4,,,92015.2,,0.105126588,,79549.48,0.864525426,4.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.11808219178082192
Feralpi Group,Italy,EAF,,2013,1.901,0.163,0.563,,0.726,0.381,,,,,,No,No (SustSteel),Yes (main sites),,OHSAS 18001,Good,"3 main plants (Lonato, Calvisano, Riesa/ESF); Scope 1 methodology: Mass balance from 2013; EPD certified since 2011; External verification noted",,4.3,0.1699,0.118,0.007406618,92.87195897,0.0396,0.04115,24.1,165.7,68.6,,30570.0,9880765.0,809137.0,0.409990249,0.081890117,17455395.0,1.766603598,3.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,0.08574434508153604
Feralpi Group,Italy,EAF,,2014,2.093,0.197,0.548,,0.745,0.356,,,,,,No,No (SustSteel),Yes (main sites),,OHSAS 18001,Good,"3 main plants; Scope 2 restated with updated emission factors (IT: 359g/kWh, DE: 510g/kWh); EPD certified",,5.9,0.17275,0.1198,0.006225997,67.42338428,0.03615,0.03835,23.7,169.2,70.1,,32972.0,10283241.0,572040.0,0.433892025,0.055628376,16690712.0,1.623098399,3.0,,,,,,1.0,1.0,,,,,1.0,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,0.09412326803631152
Feralpi Group,Italy,EAF,,2015,2.223,0.195,0.568,,0.763,0.343,,,,,,No,No (SustSteel),Yes (main sites),,OHSAS 18001,Good,3 main plants; External verification; EPD certified,,7.6,0.16025,0.1158,0.006929105,51.43696783,0.03365,0.0356,22.0,166.1,69.6,,32806.0,8971350.0,628792.0,0.407788636,0.070088894,16265196.0,1.813015432,3.0,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,0.08771929824561404
Feralpi Group,Italy,EAF,,2016,2.39,0.206,0.602,,0.808,0.338,,,,,,No,No (SustSteel),Yes (main sites),,OHSAS 18001,Good,"3 main plants, Nave/Fer-Par added to boundary; Worldsteel Sustainability Charter commitment; External verification; EPD certified",,5.2,0.1541,0.1122,0.008110017,56.13143908,0.02925,0.0313,23.3,162.3,69.5,,37756.0,9710135.0,570178.0,0.416743991,0.058719884,15923991.0,1.639935078,3.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,0.08619246861924686
Feralpi Group,Italy,EAF,,2017,2.495,0.209,0.623,0.833,0.832,0.333,0.425,,,,,No,No (SustSteel),Yes (main sites),,OHSAS 18001,Good,4 main plants (incl. Nave/Fer-Par); First Scope 2 market-based reported; Group intensity 0.30 tCO2e/t; EPD certified,,5.8,0.1463,0.11275,0.010276933,65.26184397,0.0262,0.0296,24.0,168.7,73.5,,36168.0,9415225.0,556888.0,0.392301042,0.059147604,15667290.0,1.664037769,3.0,,1.0,,,,,2.0,,,,,,,,,1.0,,,1.0,,,1.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,0.08376753507014027
Feralpi Group,Italy,EAF,,2018,2.503,0.204,0.604,,0.808,0.323,,,,,,No,No (SustSteel),Yes (main sites),,OHSAS 18001,Good,4 main plants; Scope 1 EU ETS corrected to 203.676 t; Scope 2 market not available this year; Group intensity 0.32 tCO2e/t; EPD certified,,15.5,0.14285,0.1131,0.011356758,57.98030254,0.02895,0.03155,24.5,167.6,73.1,,39870.0,9276599.0,575852.0,0.378636694,0.062075767,14539265.0,1.567305539,3.0,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,0.08150219736316419
Feralpi Group,Italy,EAF,,2019,2.496,0.204,0.583,0.837,0.787,0.315,0.419,,,,,No,No (SustSteel),Yes (expanding),,OHSAS 18001,Good,Expanded boundary; Scope 2 market uses Residual Mix; Group intensity 0.35 tCO2e/t; EPD expanded to Greenstone by-product,,24.7,0.16315,0.1205,0.008927396,84.26424977,0.0319,0.03225,23.2,159.4,69.6,,36960.0,8900414.0,657738.0,0.383638534,0.073899708,14244211.0,1.600398701,3.0,,,communicated,,,,,,1.0,,,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,0.08173076923076923
Feralpi Group,Italy,EAF,,2020,2.486,0.201,0.539,0.74,0.74,0.298,0.378,,,,,No,No (SustSteel),Yes (expanding),,OHSAS 18001 → ISO 45001,Good,Expanded boundary incl. Arlenico; Feralpi Siderurgica transitioned to ISO 45001; Scope 2 market uses Residual Mix; Group intensity 0.32 tCO2e/t; EPD certified; ESG-linked loans started,,24.4,0.15085,0.1257,0.006938629,97.39234831,0.0284,0.02925,20.379,138.8,62.1,,28452.0,7613674.0,620912.0,0.373603906,0.081552218,13945783.0,1.831675877,3.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,0.08085277554304103
Feralpi Group,Italy,EAF,,2021,2.624,0.223,0.522,0.769,0.745,0.284,0.376,,,,IGI ESG Identity Label,No,No (SustSteel),Yes (MPL added),,ISO 45001 (Feralpi Sid),Good,Expanded boundary incl. Arlenico/Caleotto; Group intensity 0.30 tCO2e/t; EPD certified; IGI Company recognition for ESG integration; ESG-linked financing,,52.5,0.17185,0.13685,0.013621893,124.9926654,0.0337,0.03605,24.412,149.6,71.7,,34683.0,8443132.0,490372.0,0.345859905,0.058079395,8637514.0,1.023022499,4.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,0.08498475609756097
Feralpi Group,Italy,EAF,,2022,2.456,0.204,0.499,0.747,0.703,0.286,0.388,,,,,No,No (SustSteel),Yes (expanding),Yes (org CFO),ISO 45001 (expanding),Good,"Scope 1 EU ETS corrected; Group intensity 0.30 tCO2e/t; ISO 14064 org CFO certified (Feralpi Sid, Calvisano, Caleotto); ISO 14067 product CFP certified; SBTi process started end 2022; EPD certified",,80.32,0.29485,0.1972,0.035601772,98.08378154,0.0931,0.07615,21.599,136.4,64.0,,32715.0,7531028.0,627454.0,0.348674846,0.08331585,8543101.0,1.134387098,4.0,,,,,1.0,2.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,0.08306188925081433
